id,meetings,crosslists,max_capacity,longname,identifier,instructor,weight,external_url,slug,assigned_students,waitlisted_students,is_locked,is_required,target_capacity,description,allow_pass_fail,allow_student_add_drop
30475,"[{'id': 38319, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-14', 'enddate': '2022-03-14'}, {'id': 38320, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-15', 'enddate': '2022-03-15'}, {'id': 38321, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-16', 'enddate': '2022-03-16'}, {'id': 38322, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-17', 'enddate': '2022-03-17'}, {'id': 38323, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-18', 'enddate': '2022-03-18'}]",[],50.0,(EMBA - Global Block Week) Economics of Healthcare and Pharmaceuticals,BUECB7221-100-20221-EMBA,Frank Lichtenberg,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7221-100,BUECB7221-100-20221-EMBA,17,0,True,False,50,In-person,False,True
30476,"[{'id': 37271, 'location': 'Geffen 640', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],47.0,(MBA - B Term) Omni-Channel Retailing,MRKTB8645-001-20221-MBA,Manini Madia,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8645-001,MRKTB8645-001-20221-MBA,29,0,False,False,47,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30477,"[{'id': 37272, 'location': 'Geffen 640', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],9.0,(MBA - B Term) Omni-Channel Retailing,MRKTB8645-001-20221-MSBA,Manini Madia,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8645-001,MRKTB8645-001-20221-MSBA,9,0,True,False,9,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30478,"[{'id': 37273, 'location': 'Geffen 590', 'day': 4, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],98.0,(MBA - A Term) Innovation Salon,BUSIB8782-001-20221-MBA,Sheena Iyengar,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8782-001,BUSIB8782-001-20221-MBA,98,0,False,False,98,"In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop. 


Class Session Dates: January 27, February 10, February 24, March 24, April 7, and April 21.",False,True
30479,"[{'id': 38338, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38339, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38340, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38341, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38342, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38343, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38344, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38345, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38346, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38347, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38348, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39234, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}]",[],0.0,(EMBA-NY Saturday Electives) Emerging Financial Markets,FINCB7348-001-20221-EMBA,Charles Calomiris,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7348-001,FINCB7348-001-20221-EMBA,0,0,True,False,0,In-person,False,True
30480,"[{'id': 37922, 'location': '', 'day': 1, 'starttime': '18:00:00', 'endtime': '21:00:00', 'startdate': '2022-01-04', 'enddate': '2022-04-22'}]",[],0.0,(EMBA - Weeknight Electives) Capital Markets & Investments,FINCB7306-002-20221-EMBA,Michaela Pagel,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7306-002,FINCB7306-002-20221-EMBA,0,0,True,False,0,In-person,False,True
30481,"[{'id': 38794, 'location': 'Geffen 620', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],70.0,(MBA - Full Term) Strategies for Long-Term Growth,MGMTB8618-001-20221-MBA,Len Sherman,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8618-001,MGMTB8618-001-20221-MBA,70,0,False,False,70,In-person,False,True
30482,[],[],72.0,(EMBA - Global A&E Core) Capital Markets & Investments,FINCB7306-300-20221-EMBA,Michaela Pagel,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7306-300,FINCB7306-300-20221-EMBA,45,0,True,False,72,In-person,False,True
30483,"[{'id': 37275, 'location': 'Geffen 640', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],59.0,(MBA - A Term) Intro To Product Management,MRKTB8623-002-20221-MBA,Eric Hellweg,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8623-002,MRKTB8623-002-20221-MBA,59,0,False,False,59,In-person,False,True
30484,"[{'id': 37276, 'location': 'Geffen 640', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],10.0,(MBA - A Term) Intro To Product Management,MRKTB8623-002-20221-MSBA,Eric Hellweg,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8623-002,MRKTB8623-002-20221-MSBA,10,0,True,False,10,In-person,False,True
30485,"[{'id': 37277, 'location': 'Geffen 440', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],25.0,(PhD - A Term) Advanced Strategy: Topics and Methods,MGMTB9521-001-20221-MSPHD,Bruce Kogut,1.5,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9521-001,MGMTB9521-001-20221-MSPHD,3,0,True,False,25,In-person,False,True
30486,"[{'id': 38350, 'location': 'Kravis 440', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],35.0,(MBA - B Term) Foundations of VC (Half Term),FINCB8439-003-20221-MBA,Owen Davis,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8439-003,FINCB8439-003-20221-MBA,35,0,True,False,35,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30487,"[{'id': 38351, 'location': 'Kravis 440', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],5.0,(MBA - B Term) Foundations of VC (Half Term),FINCB8439-003-20221-EMBA,Owen Davis,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8439-003,FINCB8439-003-20221-EMBA,5,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30488,"[{'id': 38353, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38354, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38355, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38356, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38357, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38358, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38359, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38360, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38361, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38362, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39223, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 39224, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-23', 'enddate': '2022-04-23'}]",[],60.0,(EMBA-NY Saturday Electives) Modern Econometrics For Business,BUECB7257-001-20221-EMBA,Laura Boudreau,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7257-001,BUECB7257-001-20221-EMBA,14,0,True,False,60,In-person,False,True
30489,"[{'id': 37278, 'location': 'Kravis 630', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],25.0,(PhD - Full Term) (PHD) Bridging Behavioral Decision Mkg,MRKTB9607-001-20221-MSPHD,Ran Kivetz,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9607-001,MRKTB9607-001-20221-MSPHD,9,0,True,False,25,In-person,False,True
30490,"[{'id': 38003, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-21', 'enddate': '2022-01-21'}, {'id': 38004, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38005, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38006, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38007, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38008, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38009, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38010, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38011, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38012, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-08', 'enddate': '2022-04-08'}, {'id': 38013, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 38014, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-23', 'enddate': '2022-04-23'}]",[],45.0,(EMBA-NY Friday/Saturday Electives) Fundamentals of Governance,MGMTB7575-001-20221-EMBA,Bruce Kogut,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7575-001,MGMTB7575-001-20221-EMBA,11,0,True,False,45,In-person,False,True
30491,"[{'id': 38286, 'location': 'Kravis 680', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],49.0,(MBA - A Term) Driving Strategic Impact: Mastering the Tools of Strategy Consulting,MRKTB8624-001-20221-MBA,Marco Viola,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8624-001,MRKTB8624-001-20221-MBA,49,0,False,False,49,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30492,"[{'id': 37280, 'location': 'Geffen 640', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],72.0,(MBA - B Term) Business Strategies and Solving Social Problems,MGMTB8587-001-20221-MBA,Bruce Kogut,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8587-001,MGMTB8587-001-20221-MBA,72,0,False,False,72,In-person,False,True
30493,"[{'id': 37281, 'location': 'Kravis 820', 'day': 1, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37282, 'location': 'Kravis 820', 'day': 3, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],59.0,(MBA - B Term) Data Science for Marketing Managers,MRKTB8633-001-20221-MBA,Shawndra  Hill,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8633-001,MRKTB8633-001-20221-MBA,39,0,False,False,59,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30494,"[{'id': 37283, 'location': 'Kravis 820', 'day': 1, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37284, 'location': 'Kravis 820', 'day': 3, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],11.0,(MBA - B Term) Data Science for Marketing Managers,MRKTB8633-001-20221-MSBA,Shawndra  Hill,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8633-001,MRKTB8633-001-20221-MSBA,11,0,True,False,11,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30495,"[{'id': 37285, 'location': 'Kravis 890', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],73.0,(MBA - A Term) Managerial Decision Making,MGMTB8553-001-20221-MBA,"Joel Brockner,Steve Harty,Joseph Timko",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8553-001,MGMTB8553-001-20221-MBA,73,0,False,False,73,In-person,False,True
30496,"[{'id': 37286, 'location': 'Kravis 680', 'day': 2, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37287, 'location': 'Kravis 680', 'day': 4, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],28.0,(MBA - B Term) Media and Entertainment: Strategy Consulting Projects,MRKTB8685-001-20221-MBA,Ava Seave,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8685-001,MRKTB8685-001-20221-MBA,28,0,False,False,28,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30497,"[{'id': 38755, 'location': 'Kravis 430', 'day': 1, 'starttime': '16:20:00', 'endtime': '19:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],25.0,(PhD - Full Term) (PhD) Empirical Models I,MRKTB9615-001-20221-MSPHD,Oded Netzer,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9615-001,MRKTB9615-001-20221-MSPHD,10,0,True,False,25,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30498,"[{'id': 37289, 'location': 'Geffen 440', 'day': 1, 'starttime': '12:10:00', 'endtime': '13:40:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],29.0,(MBA - Full Term) Global Immersion: Business and Entrepreneurship in Tunisia,BUSIB8707-001-20221-MBA,Kamel Jedidi,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8707-001,BUSIB8707-001-20221-MBA,29,0,False,False,29,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30499,"[{'id': 37290, 'location': 'Kravis 680', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],37.0,(MBA - Full Term) Corporate Transactions and Financial Modeling,ACCTB8019-002-20221-MBA,Anne Heinrichs,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8019-002,ACCTB8019-002-20221-MBA,37,0,False,False,37,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30500,[],[],0.0,(PhD - Full Term) (PhD) Theories of Social Personality,MGMTB9513-001-20221-MSPHD,E. Tory Higgins,3.0,https://www8.gsb.columbia.edu/courses/PHD/2022/Spring/B9513-001,MGMTB9513-001-20221-MSPHD,0,0,True,False,0,In-person,False,True
30501,"[{'id': 37291, 'location': 'Geffen 540', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],44.0,(MBA - Full Term) Managerial Negotiations,MGMTB8510-007-20221-MBA,Adam Mastroianni,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8510-007,MGMTB8510-007-20221-MBA,44,0,False,False,44,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30502,"[{'id': 37292, 'location': 'Geffen 440', 'day': 2, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37293, 'location': 'Geffen 440', 'day': 4, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],42.0,(MBA - A Term) Pricing Strategies,MRKTB8649-001-20221-MBA,Asim Ansari,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8649-001,MRKTB8649-001-20221-MBA,42,0,False,False,42,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30503,"[{'id': 37294, 'location': 'Geffen 440', 'day': 2, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37295, 'location': 'Geffen 440', 'day': 4, 'starttime': '15:50:00', 'endtime': '17:20:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],40.0,(MBA - A Term) Pricing Strategies,MRKTB8649-002-20221-MBA,Asim Ansari,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8649-002,MRKTB8649-002-20221-MBA,24,0,False,False,40,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30504,"[{'id': 37296, 'location': 'Kravis 440', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],66.0,(MBA - A Term) Real Estate Mergers & Acquisitions Deal Workshop,FINCB8339-001-20221-MBA,"John Haggerty,Blake Liggio",1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8339-001,FINCB8339-001-20221-MBA,16,0,True,False,66,In-person,False,True
